,Date,Sales
70747,2013-1,63417.6
70748,2013-1,5184.0
70749,2013-1,101433.6
70750,2013-1,20304.0
70751,2013-1,5184.0
70752,2013-1,41817.6
70753,2013-1,497836.8
70754,2013-1,19733.76
70755,2013-1,48384.0
70756,2013-1,57024.0
70757,2013-1,45273.6
70758,2013-1,86400.0
70759,2013-1,83721.6
70760,2013-1,152755.2
70761,2013-1,9866.88
70762,2013-1,220838.4
70763,2013-1,3888.0
70764,2013-1,40521.6
70765,2013-1,4492.8
70766,2013-1,50837.76
70767,2013-1,10368.0
70768,2013-1,21081.6
70769,2013-1,432.0
70770,2013-1,6048.0
70771,2013-1,5546.88
70772,2013-1,128217.6
70773,2013-1,116467.2
70774,2013-1,6272.64
70775,2013-1,8363.52
70776,2013-1,1123.2
70777,2013-1,59097.6
70778,2013-1,85328.64
70779,2013-1,73267.2
70780,2013-1,372556.8
70781,2013-1,111369.6
70782,2013-1,36720.0
70783,2013-1,21081.6
70784,2013-1,22464.0
70785,2013-1,19008.0
70786,2013-1,586051.2
70787,2013-1,163468.8
70788,2013-1,322185.6
70789,2013-1,46656.0
70790,2013-1,40176.0
70791,2013-1,26697.6
70792,2013-1,45273.6
70793,2013-1,32832.0
70794,2013-1,25920.0
70795,2013-1,4492.8
70796,2013-1,87177.6
70797,2013-1,46828.8
70798,2013-1,9504.0
70799,2013-1,40089.6
70800,2013-1,14256.0
70801,2013-1,10368.0
70802,2013-1,145843.2
70803,2013-1,11456.64
70804,2013-1,13685.76
70805,2013-1,72921.6
70806,2013-1,247449.6
70807,2013-1,38016.0
70808,2013-1,136771.2
70809,2013-1,185932.8
70810,2013-1,147225.6
70811,2013-1,100224.0
70812,2013-1,35856.0
70813,2013-1,66009.6
70814,2013-1,29376.0
70815,2013-1,26352.0
70816,2013-1,11232.0
70817,2013-1,4492.8
70818,2013-1,79488.0
70819,2013-1,864.0
70820,2013-1,48643.2
70821,2013-1,3110.4
70822,2013-1,6704.64
70823,2013-1,50094.72
70824,2013-1,97545.6
70825,2013-1,6272.64
70826,2013-1,7136.64
70827,2013-1,21859.2
70828,2013-1,57024.0
70829,2013-1,139104.0
70830,2013-1,129513.6
70831,2013-1,19526.4
70832,2013-1,6048.0
70833,2013-1,40901.76
70834,2013-1,51840.0
70835,2013-1,11664.0
70836,2013-1,268185.6
70837,2013-1,137548.8
70838,2013-1,18748.8
70839,2013-1,15552.0
70840,2013-1,56851.2
70841,2013-1,43632.0
70842,2013-1,15897.6
70843,2013-1,72921.6
70844,2013-1,59443.2
70845,2013-1,6842.88
70846,2013-1,64540.8
70847,2013-1,17280.0
70848,2013-1,29376.0
70849,2013-1,11232.0
70850,2013-1,10368.0
70851,2013-1,0.0
70852,2013-1,16848.0
70853,2013-1,10368.0
70854,2013-1,68169.6
70855,2013-1,14688.0
70856,2013-1,725.76
70857,2013-1,404006.4
70858,2013-1,10368.0
70859,2013-1,7257.6
70860,2013-1,52617.6
70861,2013-1,17280.0
70862,2013-1,227404.8
70863,2013-1,48643.2
70864,2013-1,7257.6
70865,2013-1,14256.0
70866,2013-1,116121.6
70867,2013-1,27648.0
70868,2013-1,10368.0
70869,2013-1,38033.28
70870,2013-1,54259.2
70871,2013-1,19008.0
70872,2013-1,55987.2
70873,2013-1,5184.0
70874,2013-1,3888.0
70875,2013-1,43200.0
70876,2013-1,45619.2
70877,2013-1,13824.0
