,Date,Sales
12261,2013-1,6000.47
12262,2013-1,12858.15
12263,2013-1,15429.78
12264,2013-1,2571.63
12265,2013-1,8572.1
12266,2013-1,6857.68
12267,2013-1,4286.05
12268,2013-1,3428.84
12269,2013-1,17144.2
12270,2013-1,5143.26
12271,2013-1,6857.68
12272,2013-1,8572.1
12273,2013-1,1714.42
12274,2013-1,17144.2
12275,2013-1,12858.15
12276,2013-1,3428.84
12277,2013-1,4286.05
12278,2013-1,4286.05
12279,2013-1,8572.1
12280,2013-1,8572.1
12281,2013-1,3428.84
12282,2013-1,2571.63
12283,2013-1,4286.05
12284,2013-1,4286.05
12285,2013-1,12858.15
12286,2013-1,4286.05
12287,2013-1,1714.42
12288,2013-1,51432.6
12289,2013-1,3428.84
12290,2013-1,25716.3
12291,2013-1,2571.63
12292,2013-1,857.21
12293,2013-1,857.21
12294,2013-1,6857.68
12295,2013-1,2571.63
12296,2013-1,857.21
12297,2013-1,857.21
12298,2013-1,3428.84
12299,2013-1,952.45
12300,2013-1,1714.42
12301,2013-1,857.21
12302,2013-1,952.45
12303,2013-1,5714.7
12304,2013-1,9524.5
12305,2013-1,952.45
12306,2013-1,1714.42
12307,2013-1,857.21
12308,2013-1,42860.5
12309,2013-1,4286.05
12310,2013-1,17144.2
12311,2013-1,17144.2
12312,2013-1,7714.89
12313,2013-1,12858.15
12314,2013-1,85721.0
12315,2013-1,85721.0
12316,2013-1,21430.25
12317,2013-1,857.21
12318,2013-1,25716.3
12319,2013-1,6857.68
12320,2013-1,4286.05
12321,2013-1,17144.2
12322,2013-1,7714.89
12323,2013-1,6000.47
12324,2013-1,15429.78
12325,2013-1,6000.47
12326,2013-1,12858.15
12327,2013-1,4286.05
12328,2013-1,1904.9
12329,2013-1,952.45
12330,2013-1,20573.04
12331,2013-1,30002.35
12332,2013-1,5143.26
12333,2013-1,2571.63
12334,2013-1,17144.2
12335,2013-1,1714.42
12336,2013-1,2571.63
12337,2013-1,857.21
12338,2013-1,1714.42
12339,2013-1,8572.1
12340,2013-1,1714.42
12341,2013-1,8572.1
12342,2013-1,2571.63
12343,2013-1,6857.68
12344,2013-1,2857.35
12345,2013-1,5143.26
12346,2013-1,17144.2
12347,2013-1,10286.52
12348,2013-1,2571.63
12349,2013-1,857.21
12350,2013-1,1714.42
12351,2013-1,4286.05
12352,2013-1,4286.05
12353,2013-1,3428.84
12354,2013-1,1714.42
12355,2013-1,8572.1
12356,2013-1,857.21
12357,2013-1,857.21
12358,2013-1,12858.15
12359,2013-1,0.0
12360,2013-1,8572.1
12361,2013-1,8572.1
12362,2013-1,8572.1
12363,2013-1,4286.05
12364,2013-1,8572.1
12365,2013-1,1714.42
12366,2013-1,30002.35
12367,2013-1,4286.05
12368,2013-1,857.21
12369,2013-1,8572.1
12370,2013-1,4286.05
12371,2013-1,4286.05
12372,2013-1,25716.3
12373,2013-1,16286.99
12374,2013-1,47146.55
