,Date,Sales
68729,2013-1,304.62
68730,2013-1,6397.02
68731,2013-1,1929.26
68732,2013-1,101.54
68733,2013-1,50.78
68734,2013-1,507.7
68735,2013-1,12794.04
68736,2013-1,7412.62
68737,2013-1,10204.78
68738,2013-1,9291.0
68739,2013-1,5330.88
68740,2013-1,10407.9
68741,2013-1,1523.1
68742,2013-1,10280.95
68743,2013-1,101.54
68744,2013-1,304.63
68745,2013-1,507.7
68746,2013-1,101.54
68747,2013-1,101.54
68748,2013-1,1523.1
68749,2013-1,4061.6
68750,2013-1,50.78
68751,2013-1,101.54
68752,2013-1,12794.04
68753,2013-1,101.54
68754,2013-1,304.62
68755,2013-1,76.17
68756,2013-1,3198.54
68757,2013-1,1523.08
68758,2013-1,5077.0
68759,2013-1,507.7
68760,2013-1,380.85
68761,2013-1,203.08
68762,2013-1,203.08
68763,2013-1,101.54
68764,2013-1,1650.05
68765,2013-1,203.08
68766,2013-1,21323.8
68767,2013-1,304.62
68768,2013-1,203.08
68769,2013-1,50.78
68770,2013-1,3198.54
68771,2013-1,5077.0
68772,2013-1,5077.0
68773,2013-1,50.78
68774,2013-1,1523.1
68775,2013-1,126.95
68776,2013-1,101.54
68777,2013-1,203.09
68778,2013-1,19952.76
68779,2013-2,812.32
68780,2013-2,3046.2
68781,2013-2,2284.7
68782,2013-2,9138.66
68783,2013-2,2030.8
68784,2013-2,10154.0
68785,2013-2,203.08
68786,2013-2,50.78
68787,2013-2,203.09
68788,2013-2,304.62
68789,2013-2,1015.4
68790,2013-2,6397.02
68791,2013-2,5077.0
68792,2013-2,355.46
68793,2013-2,8631.0
68794,2013-2,5584.8
68795,2013-2,1523.1
68796,2013-2,253.9
68797,2013-2,2233.88
68798,2013-2,50.78
68799,2013-2,76.17
68800,2013-2,101.54
68801,2013-2,203.08
68802,2013-2,406.15
68803,2013-2,304.62
68804,2013-2,101.54
68805,2013-2,1523.1
68806,2013-2,2030.8
68807,2013-2,26095.78
68808,2013-2,406.14
68809,2013-2,3046.2
68810,2013-2,2030.8
68811,2013-2,126.95
68812,2013-2,2893.92
68813,2013-2,1015.4
68814,2013-2,7361.7
68815,2013-2,380.85
68816,2013-2,25.39
68817,2013-2,101.54
68818,2013-2,2284.7
68819,2013-2,126.95
68820,2013-2,101.53
68821,2013-2,15079.14
68822,2013-2,913.86
68823,2013-2,406.16
68824,2013-2,761.7
68825,2013-2,5330.9
68826,2013-2,507.7
68827,2013-2,1015.4
68828,2013-2,2690.84
68829,2013-2,25.39
68830,2013-2,304.64
68831,2013-2,101.54
68832,2013-2,507.7
68833,2013-2,101.54
68834,2013-2,101.54
68835,2013-2,1523.1
68836,2013-2,710.93
68837,2013-2,507.7
68838,2013-3,152.34
68839,2013-3,3046.2
68840,2013-3,2030.8
68841,2013-3,6650.92
68842,2013-3,7361.7
68843,2013-3,5178.56
68844,2013-3,3046.2
68845,2013-3,25.39
68846,2013-3,253.91
68847,2013-3,203.07
68848,2013-3,101.55
68849,2013-3,101.54
68850,2013-3,2030.78
68851,2013-3,101.54
68852,2013-3,50.78
68853,2013-3,3046.2
68854,2013-3,2538.5
68855,2013-3,2665.45
68856,2013-3,3300.1
68857,2013-3,13454.1
68858,2013-3,507.7
68859,2013-3,3096.98
68860,2013-3,76.17
68861,2013-3,25.39
68862,2013-3,203.08
68863,2013-3,101.54
68864,2013-3,101.54
68865,2013-3,2030.8
68866,2013-3,2030.8
68867,2013-3,101.55
68868,2013-3,812.32
68869,2013-3,19191.06
68870,2013-3,6397.02
68871,2013-3,1523.1
68872,2013-3,2157.75
68873,2013-3,507.7
68874,2013-3,3046.2
68875,2013-3,7361.7
68876,2013-3,5178.56
68877,2013-3,330.01
68878,2013-3,19191.06
68879,2013-3,6600.2
68880,2013-3,3198.54
68881,2013-3,4188.55
68882,2013-3,507.7
68883,2013-3,8123.2
68884,2013-3,609.24
68885,2013-3,2030.8
68886,2013-3,2030.8
68887,2013-3,76.17
68888,2013-3,101.54
68889,2013-3,2538.5
68890,2013-4,101.54
68891,2013-4,3554.0
68892,2013-4,10407.9
68893,2013-4,2157.75
68894,2013-4,5330.9
68895,2013-4,101.54
68896,2013-4,203.09
68897,2013-4,609.24
68898,2013-4,507.7
68899,2013-4,101.54
68900,2013-4,19698.86
68901,2013-4,3046.2
68902,2013-4,8783.26
68903,2013-4,5077.0
68904,2013-4,1015.4
68905,2013-4,101.56
68906,2013-4,101.54
68907,2013-4,25.39
68908,2013-4,203.09
68909,2013-4,25.39
68910,2013-4,1523.1
68911,2013-4,507.7
68912,2013-4,4315.5
68913,2013-4,7412.62
68914,2013-4,609.24
68915,2013-4,2030.8
68916,2013-4,2157.75
68917,2013-4,5203.95
68918,2013-4,1015.4
68919,2013-4,507.7
68920,2013-4,5330.9
68921,2013-4,2335.42
68922,2013-4,253.9
68923,2013-4,50.78
68924,2013-4,101.54
68925,2013-4,203.08
68926,2013-4,304.62
68927,2013-4,304.63
68928,2013-4,101.54
68929,2013-4,1015.4
68930,2013-4,12794.04
68931,2013-4,609.24
68932,2013-4,507.7
68933,2013-4,2640.06
68934,2013-4,126.95
68935,2013-4,4112.38
68936,2013-4,1015.4
68937,2013-4,10661.8
68938,2013-4,2284.7
68939,2013-4,10230.17
68940,2013-4,76.17
68941,2013-4,101.54
68942,2013-4,101.55
68943,2013-4,15079.14
68944,2013-4,10306.34
68945,2013-4,126.95
68946,2013-4,5077.0
68947,2013-4,5457.85
68948,2013-4,228.49
68949,2013-4,203.08
68950,2013-4,1015.4
68951,2013-4,101.54
68952,2013-5,9214.79
68953,2013-5,507.69
68954,2013-5,50.78
68955,2013-5,6397.02
68956,2013-5,6397.02
68957,2013-5,126.95
68958,2013-5,5940.12
68959,2013-5,10661.8
68960,2013-5,1523.1
68961,2013-5,5077.0
68962,2013-5,50.78
68963,2013-5,101.54
68964,2013-5,101.53
68965,2013-5,507.7
68966,2013-5,203.1
68967,2013-5,6904.82
68968,2013-5,5330.9
68969,2013-5,203.12
68970,2013-5,1015.4
68971,2013-5,8377.1
68972,2013-5,1980.04
68973,2013-5,101.55
68974,2013-5,203.09
68975,2013-5,507.7
68976,2013-5,101.53
68977,2013-5,101.54
68978,2013-5,101.54
68979,2013-5,1777.0
68980,2013-5,406.16
68981,2013-5,812.31
68982,2013-5,203.09
68983,2013-5,19191.06
68984,2013-5,304.62
68985,2013-5,6600.2
68986,2013-5,253.9
68987,2013-5,2767.01
68988,2013-5,4061.6
68989,2013-5,7615.6
68990,2013-5,1015.4
68991,2013-5,5178.56
68992,2013-5,380.84
68993,2013-5,507.7
68994,2013-5,101.54
68995,2013-5,203.08
68996,2013-5,304.62
68997,2013-5,101.54
68998,2013-5,1015.41
68999,2013-5,1523.1
69000,2013-5,1015.4
69001,2013-5,2030.8
69002,2013-5,26603.68
69003,2013-5,304.62
69004,2013-5,25.39
69005,2013-5,3046.2
69006,2013-5,2538.5
69007,2013-5,2563.91
69008,2013-5,2030.8
69009,2013-5,5330.9
69010,2013-5,76.17
69011,2013-5,101.54
69012,2013-5,101.53
69013,2013-5,203.08
69014,2013-5,3554.0
69015,2013-5,101.54
69016,2013-6,4061.6
69017,2013-6,5203.95
69018,2013-6,5077.02
69019,2013-6,10154.0
69020,2013-6,6701.66
69021,2013-6,2030.8
69022,2013-6,50.78
69023,2013-6,203.07
69024,2013-6,203.08
69025,2013-6,304.63
69026,2013-6,558.5
69027,2013-6,101.55
69028,2013-6,203.08
69029,2013-6,7158.72
69030,2013-6,3046.2
69031,2013-6,837.83
69032,2013-6,5330.9
69033,2013-6,6397.02
69034,2013-6,507.7
69035,2013-6,10661.8
69036,2013-6,1015.4
69037,2013-6,2665.55
69038,2013-6,1218.48
69039,2013-6,609.22
69040,2013-6,101.54
69041,2013-6,101.55
69042,2013-6,2030.8
69043,2013-6,1015.4
69044,2013-6,1015.4
69045,2013-6,3046.2
69046,2013-6,101.54
69047,2013-6,101.54
69048,2013-6,304.62
69049,2013-6,6397.02
69050,2013-6,15231.0
69051,2013-6,2132.34
69052,2013-6,507.7
69053,2013-6,4061.6
69054,2013-6,5077.0
69055,2013-6,1523.1
69056,2013-6,10154.0
69057,2013-6,76.16
69058,2013-6,203.08
69059,2013-6,101.54
69060,2013-6,45540.82
69061,2013-6,25.39
69062,2013-6,126.95
69063,2013-6,5077.0
69064,2013-6,2614.77
69065,2013-6,8377.1
69066,2013-6,12438.7
69067,2013-6,507.8
69068,2013-6,203.08
69069,2013-6,101.54
69070,2013-6,304.63
69071,2013-6,609.24
69072,2013-6,203.08
69073,2013-6,1015.4
69074,2013-6,50.78
69075,2013-6,16094.74
69076,2013-7,50.78
69077,2013-7,101.54
69078,2013-7,101.54
69079,2013-7,101.54
69080,2013-7,101.54
69081,2013-7,101.54
69082,2013-7,203.08
69083,2013-7,7158.72
69084,2013-7,2944.66
69085,2013-7,10407.9
69086,2013-7,1218.48
69087,2013-7,1421.56
69088,2013-7,101.54
69089,2013-7,406.16
69090,2013-7,101.54
69091,2013-7,203.08
69092,2013-7,1015.4
69093,2013-7,203.08
69094,2013-7,6397.02
69095,2013-7,507.7
69096,2013-7,507.7
69097,2013-7,9443.22
69098,2013-7,5229.34
69099,2013-7,9240.22
69100,2013-7,2030.79
69101,2013-7,8377.1
69102,2013-7,5178.56
69103,2013-7,203.08
69104,2013-7,101.55
69105,2013-7,203.08
69106,2013-7,101.54
69107,2013-7,203.1
69108,2013-7,253.86
69109,2013-7,507.7
69110,2013-7,3300.1
69111,2013-7,2030.8
69112,2013-7,203.08
69113,2013-7,-507.71
69114,2013-7,20714.46
69115,2013-7,304.62
69116,2013-7,3046.2
69117,2013-7,2081.58
69118,2013-7,5330.9
69119,2013-7,1015.4
69120,2013-7,253.9
69121,2013-7,101.54
69122,2013-7,101.54
69123,2013-7,203.08
69124,2013-7,101.54
69125,2013-7,7158.72
69126,2013-7,5077.0
69127,2013-7,5985.82
69128,2013-7,2030.8
69129,2013-7,5178.56
69130,2013-7,2030.8
69131,2013-7,101.56
69132,2013-7,304.62
69133,2013-7,1015.4
