,Date,Sales
50531,2013-1,1324341.0
50532,2013-1,88289.4
50533,2013-1,794604.6
50534,2013-1,0.0
50535,2013-1,0.0
50536,2013-1,4414.47
50537,2013-1,88289.4
50538,2013-1,4414.47
50539,2013-1,13243.41
50540,2013-1,26486.82
50541,2013-1,13243.41
50542,2013-1,706315.2
50543,2013-1,13243.41
50544,2013-1,44144.7
50545,2013-1,30901.29
50546,2013-1,44144.7
50547,2013-1,1236051.6
50548,2013-1,176578.8
50549,2013-1,8828.94
50550,2013-1,4414.47
50551,2013-1,7504599.0
50552,2013-1,4414.47
50553,2013-1,23175.95
50554,2013-1,1748130.12
50555,2013-1,88289.4
50556,2013-1,1765788.0
50557,2013-1,441447.0
50558,2013-1,88289.4
50559,2013-1,534371.59
50560,2013-1,264868.2
50561,2013-1,88289.4
50562,2013-1,2211649.47
50563,2013-1,1324341.0
50564,2013-1,88289.4
50565,2013-1,88289.4
50566,2013-1,88289.4
50567,2013-1,882894.0
50568,2013-1,176578.8
50569,2013-1,88289.4
50570,2013-1,88289.4
50571,2013-1,4414.47
50572,2013-1,9270.38
50573,2013-1,4414.47
50574,2013-1,44144.7
50575,2013-1,4414.47
50576,2013-1,37081.52
50577,2013-1,88289.4
50578,2013-1,27811.14
50579,2013-1,529736.4
50580,2013-1,353157.6
50581,2013-1,1059472.8
50582,2013-1,88289.4
50583,2013-1,88289.4
50584,2013-1,176578.8
50585,2013-1,2383813.8
50586,2013-1,88289.4
50587,2013-1,3354997.2
50588,2013-1,4414.47
50589,2013-1,30901.29
50590,2013-1,4414.47
50591,2013-1,88289.4
50592,2013-1,88289.4
50593,2013-1,34874313.0
50594,2013-1,0.0
50595,2013-1,0.0
50596,2013-1,463519.0
50597,2013-1,0.0
50598,2013-1,9270.38
50599,2013-1,0.0
50600,2013-1,-3688.53
50601,2013-1,92703.8
50602,2013-1,4635.19
50603,2013-1,13905.57
50604,2013-1,37081.52
50605,2013-1,92703.8
50606,2013-1,23175.95
50607,2013-1,13905.57
50608,2013-1,0.0
50609,2013-1,463519.0
50610,2013-1,0.0
50611,2013-1,4635.19
50612,2013-1,4635.19
50613,2013-1,0.0
50614,2013-1,0.0
50615,2013-1,0.0
50616,2013-1,0.0
50617,2013-1,0.0
50618,2013-1,0.0
50619,2013-1,0.0
50620,2013-1,0.0
50621,2013-1,0.0
50622,2013-1,0.0
50623,2013-1,0.0
50624,2013-1,0.0
50625,2013-1,0.0
50626,2013-1,0.0
50627,2013-1,0.0
50628,2013-1,0.0
50629,2013-1,9270.38
50630,2013-1,-3688.53
50631,2013-1,9270.38
50632,2013-1,0.0
50633,2013-1,0.0
50634,2013-1,0.0
50635,2013-1,0.0
50636,2013-1,278111.4
50637,2013-1,0.0
50638,2013-1,648926.6
50639,2013-1,0.0
50640,2013-1,0.0
50641,2013-1,1205149.4
50642,2013-1,0.0
50643,2013-1,2039483.6
50644,2013-1,46351.9
50645,2013-1,18540.76
50646,2013-1,0.0
50647,2013-1,0.0
50648,2013-1,0.0
50649,2013-1,27811.14
50650,2013-1,0.0
50651,2013-1,0.0
50652,2013-1,0.0
50653,2013-1,370815.2
50654,2013-1,0.0
50655,2013-1,0.0
50656,2013-1,0.0
50657,2013-1,-39980.06
50658,2013-1,0.0
50659,2013-1,92703.8
50660,2013-1,4635.19
50661,2013-1,23175.95
50662,2013-1,18540.76
50663,2013-1,9270.38
50664,2013-1,463519.0
50665,2013-1,23175.95
50666,2013-1,18540.76
50667,2013-1,13905.57
50668,2013-1,46351.9
50669,2013-1,834334.2
50670,2013-1,46351.9
50671,2013-1,0.0
50672,2013-1,3708152.0
50673,2013-1,4635.19
50674,2013-1,0.0
50675,2013-1,0.0
50676,2013-1,0.0
50677,2013-1,0.0
50678,2013-1,0.0
50679,2013-1,0.0
50680,2013-1,0.0
50681,2013-1,0.0
50682,2013-1,0.0
50683,2013-1,0.0
50684,2013-1,0.0
50685,2013-1,0.0
50686,2013-1,0.0
50687,2013-1,0.0
50688,2013-1,0.0
50689,2013-1,4635.19
50690,2013-1,46351.9
50691,2013-1,0.0
50692,2013-1,55622.28
50693,2013-1,370815.2
50694,2013-1,185407.6
50695,2013-1,370815.2
50696,2013-1,27811.14
50697,2013-1,4635.19
50698,2013-1,0.0
50699,2013-1,0.0
50700,2013-1,3337336.8
50701,2013-1,0.0
50702,2013-1,2039483.6
50703,2013-1,4635.19
50704,2013-1,0.0
50705,2013-1,0.0
50706,2013-1,0.0
50707,2013-1,0.0
50708,2013-1,0.0
50709,2013-1,0.0
50710,2013-1,370815.2
50711,2013-1,0.0
50712,2013-1,0.0
50713,2013-1,9270.38
50714,2013-1,0.0
50715,2013-1,0.0
50716,2013-1,4635.19
50717,2013-1,23175.95
50718,2013-1,23175.95
50719,2013-1,55622.28
50720,2013-1,278111.4
50721,2013-1,13905.57
50722,2013-1,23175.95
50723,2013-1,92703.8
50724,2013-1,463519.0
50725,2013-1,-27789.39
50726,2013-1,92703.8
50727,2013-1,0.0
50728,2013-1,-40168.1
50729,2013-1,9270.38
50730,2013-1,4635.19
50731,2013-1,4078967.2
50732,2013-1,13905.57
50733,2013-1,0.0
50734,2013-1,0.0
50735,2013-1,0.0
50736,2013-1,0.0
50737,2013-1,0.0
50738,2013-1,0.0
50739,2013-1,0.0
50740,2013-1,0.0
50741,2013-1,0.0
50742,2013-1,0.0
50743,2013-1,0.0
50744,2013-1,0.0
50745,2013-1,0.0
50746,2013-1,0.0
50747,2013-1,0.0
50748,2013-1,0.0
