,Date,Sales
5176,2013-1,57230.88
5177,2013-1,42923.16
5178,2013-1,7153.86
5179,2013-1,23846.2
5180,2013-1,14307.72
5181,2013-1,0.0
5182,2013-1,7153.86
5183,2013-1,114461.76
5184,2013-1,7153.86
5185,2013-1,7153.86
5186,2013-1,2384.62
5187,2013-1,4769.24
5188,2013-1,85846.32
5189,2013-1,2384.62
5190,2013-1,19076.96
5191,2013-1,171692.64
5192,2013-1,28615.44
5193,2013-1,138307.96
5194,2013-1,9538.48
5195,2013-1,145461.82
5196,2013-1,2384.62
5197,2013-1,16692.34
5198,2013-1,138307.96
5199,2013-1,166923.4
5200,2013-1,228923.52
5201,2013-1,11923.1
5202,2013-1,38153.92
5203,2013-1,85846.32
5204,2013-1,4769.24
5205,2013-1,28615.44
5206,2013-1,11923.1
5207,2013-1,59615.5
5208,2013-1,119231.0
5209,2013-1,4769.24
5210,2013-1,23846.2
5211,2013-1,14307.72
5212,2013-1,57230.88
5213,2013-1,47692.4
5214,2013-1,2384.62
5215,2013-1,7153.86
5216,2013-1,11923.1
5217,2013-1,50077.02
5218,2013-1,38153.92
5219,2013-1,2384.62
5220,2013-1,31000.06
5221,2013-1,21461.58
5222,2013-1,4769.24
5223,2013-1,4769.24
5224,2013-1,11923.1
5225,2013-1,2384.62
5226,2013-1,131154.1
5227,2013-1,40538.54
5228,2013-1,11923.1
5229,2013-1,4769.24
5230,2013-1,28615.44
5231,2013-1,4769.24
5232,2013-1,16692.34
5233,2013-1,38153.92
5234,2013-1,4769.24
5235,2013-1,69153.98
5236,2013-1,33384.68
5237,2013-1,85846.32
5238,2013-1,14307.72
5239,2013-1,16692.34
5240,2013-1,2384.62
5241,2013-1,2384.62
5242,2013-1,71538.6
5243,2013-1,19076.96
5244,2013-1,4769.24
5245,2013-1,11923.1
5246,2013-2,71538.6
5247,2013-2,11923.1
5248,2013-2,2384.62
5249,2013-2,7153.86
5250,2013-2,2384.62
5251,2013-2,190769.6
5252,2013-2,14307.72
5253,2013-2,114461.76
5254,2013-2,4769.24
5255,2013-2,2384.62
5256,2013-2,19076.96
5257,2013-2,2384.62
5258,2013-2,42923.16
5259,2013-2,11923.1
5260,2013-2,7153.86
5261,2013-2,21461.58
5262,2013-2,16692.34
5263,2013-2,183615.74
5264,2013-2,71538.6
5265,2013-2,14307.72
5266,2013-2,11923.1
5267,2013-2,21461.58
5268,2013-2,2384.62
5269,2013-2,4769.24
5270,2013-2,57230.88
5271,2013-2,23846.2
5272,2013-2,2384.62
5273,2013-2,11923.1
5274,2013-2,71538.6
5275,2013-2,62000.12
5276,2013-2,4769.24
5277,2013-2,4769.24
5278,2013-2,14307.72
5279,2013-2,7153.86
5280,2013-2,28615.44
5281,2013-2,40538.54
5282,2013-2,4769.24
5283,2013-2,133538.72
5284,2013-2,31000.06
5285,2013-2,114461.76
5286,2013-2,2384.62
5287,2013-2,47692.4
5288,2013-2,47692.4
5289,2013-2,2384.62
5290,2013-2,7153.86
5291,2013-2,2384.62
5292,2013-2,7153.86
5293,2013-2,4769.24
5294,2013-2,2384.62
5295,2013-2,238462.0
5296,2013-2,4769.24
5297,2013-2,2384.62
5298,2013-2,4769.24
5299,2013-2,11923.1
5300,2013-2,9538.48
5301,2013-2,28615.44
5302,2013-2,88230.94
5303,2013-2,54846.26
5304,2013-2,4769.24
5305,2013-2,4769.24
5306,2013-2,238462.0
5307,2013-2,11923.1
5308,2013-2,126384.86
5309,2013-2,100154.04
5310,2013-2,40538.54
5311,2013-2,40538.54
5312,2013-2,2384.62
5313,2013-2,2384.62
5314,2013-2,16692.34
5315,2013-2,14307.72
5316,2013-2,19076.96
5317,2013-2,16692.34
5318,2013-2,57230.88
5319,2013-2,14307.72
5320,2013-2,45307.78
5321,2013-2,14307.72
5322,2013-3,57230.88
5323,2013-3,21461.58
5324,2013-3,2384.62
5325,2013-3,4769.24
5326,2013-3,33384.68
