,Date,Sales
0,2013-1,157500.0
1,2013-1,39375.0
2,2013-1,15750.0
3,2013-1,47250.0
4,2013-1,283500.0
5,2013-1,0.0
6,2013-1,1575.0
7,2013-1,47250.0
8,2013-1,0.0
9,2013-1,0.0
10,2013-1,277200.0
11,2013-1,12600.0
12,2013-1,126000.0
13,2013-1,1417500.0
14,2013-1,472500.0
15,2013-1,78750.0
16,2013-1,132300.0
17,2013-1,0.0
18,2013-1,94500.0
19,2013-1,7875.0
20,2013-1,173250.0
21,2013-1,22050.0
22,2013-1,236250.0
23,2013-1,510300.0
24,2013-1,9450.0
25,2013-1,9450.0
26,2013-1,157500.0
27,2013-1,6300.0
28,2013-1,157500.0
29,2013-1,315000.0
30,2013-1,34650.0
31,2013-1,236250.0
32,2013-1,75600.0
33,2013-1,133875.0
34,2013-1,22050.0
35,2013-1,7875.0
36,2013-1,78750.0
37,2013-1,4725.0
38,2013-1,17325.0
39,2013-1,207900.0
40,2013-1,453600.0
41,2013-1,1667925.0
42,2013-1,341775.0
43,2013-1,346500.0
44,2013-1,22050.0
45,2013-1,0.0
46,2013-1,17325.0
47,2013-1,47250.0
48,2013-1,976500.0
49,2013-1,1260000.0
50,2013-1,315000.0
51,2013-1,181125.0
52,2013-1,0.0
53,2013-1,157500.0
54,2013-1,114975.0
55,2013-1,15750.0
56,2013-1,26775.0
57,2013-1,220500.0
58,2013-1,7875.0
59,2013-1,247275.0
60,2013-1,330750.0
61,2013-1,31500.0
62,2013-1,472500.0
63,2013-1,519750.0
64,2013-1,7875.0
65,2013-1,472500.0
66,2013-1,203175.0
67,2013-1,4725.0
68,2013-1,630000.0
69,2013-1,11025.0
70,2013-1,220500.0
71,2013-1,472500.0
72,2013-1,18900.0
73,2013-1,69300.0
74,2013-1,1575.0
75,2013-1,4725.0
76,2013-1,4725.0
77,2013-1,94500.0
78,2013-1,204750.0
79,2013-1,31500.0
80,2013-1,18900.0
81,2013-1,340200.0
82,2013-1,812700.0
83,2013-1,160650.0
84,2013-1,6300.0
85,2013-1,4725.0
86,2013-1,236250.0
87,2013-1,11025.0
88,2013-1,18900.0
89,2013-1,4725.0
90,2013-1,126000.0
91,2013-1,315000.0
92,2013-1,371700.0
93,2013-1,2913750.0
94,2013-1,315000.0
95,2013-1,78750.0
96,2013-1,236250.0
97,2013-1,0.0
98,2013-1,63000.0
99,2013-1,248850.0
100,2013-1,28350.0
101,2013-1,126000.0
102,2013-1,102375.0
103,2013-1,63000.0
104,2013-1,708750.0
105,2013-1,661500.0
106,2013-1,378000.0
