S_No,Year,Month,Product_ID,Country,Sales
79073,2016,4,1,0,122119.341431871
79074,2016,5,1,0,123964.401285343
79075,2016,6,1,0,125809.461138815
79076,2016,7,1,0,127654.520992287
79077,2016,8,1,0,129499.580845758
79078,2016,9,1,0,131344.64069923
79079,2016,10,1,0,133189.700552695
79080,2016,11,1,0,135034.760406166
79081,2016,12,1,0,136879.820259638
79082,2017,1,1,0,139806.746388279
79083,2017,2,1,0,141651.806241751
79084,2017,3,1,0,143496.866095223
79085,2016,4,2,0,81654.0525643677
79086,2016,5,2,0,83499.1124178395
79087,2016,6,2,0,85344.1722713113
79088,2016,7,2,0,87189.2321247831
79089,2016,8,2,0,89034.2919782549
79090,2016,9,2,0,90879.3518317267
79091,2016,10,2,0,92724.4116851911
79092,2016,11,2,0,94569.4715386629
79093,2016,12,2,0,96414.5313921347
79094,2017,1,2,0,99341.4575207755
79095,2017,2,2,0,101186.517374247
79096,2017,3,2,0,103031.577227719
79097,2017,1,3,0,58876.1686532795
79098,2017,2,3,0,60721.2285067514
79099,2017,3,3,0,62566.2883602232
79100,2016,4,2,1,120441.58664529
79101,2016,5,2,1,122286.646498762
79102,2016,6,2,1,124131.706352234
79103,2016,7,2,1,125976.766205706
79104,2016,8,2,1,127821.826059178
79105,2016,9,2,1,129666.885912649
79106,2016,10,2,1,131511.945766114
79107,2016,11,2,1,133357.005619586
79108,2016,12,2,1,135202.065473057
79109,2017,1,2,1,138128.991601698
79110,2017,2,2,1,139974.05145517
79111,2017,3,2,1,141819.111308642
79112,2016,4,1,2,199694.409593716
79113,2016,5,1,2,201539.469447188
79114,2016,6,1,2,203384.52930066
79115,2016,7,1,2,205229.589154132
79116,2016,8,1,2,207074.649007603
79117,2016,9,1,2,208919.708861075
79118,2016,10,1,2,210764.76871454
79119,2016,11,1,2,212609.828568012
79120,2016,12,1,2,214454.888421483
79121,2017,1,1,2,217381.814550124
79122,2017,2,1,2,219226.874403596
79123,2017,3,1,2,221071.934257068
79124,2016,4,2,2,159229.120726213
79125,2016,5,2,2,161074.180579685
79126,2016,6,2,2,162919.240433156
79127,2016,7,2,2,164764.300286628
79128,2016,8,2,2,166609.3601401
79129,2016,9,2,2,168454.419993572
79130,2016,10,2,2,170299.479847036
79131,2016,11,2,2,172144.539700508
79132,2016,12,2,2,173989.59955398
79133,2017,1,2,2,176916.525682621
79134,2017,2,2,2,178761.585536093
79135,2017,3,2,2,180606.645389564
79136,2017,1,3,2,136451.236815125
79137,2017,2,3,2,138296.296668597
79138,2017,3,3,2,140141.356522068
79139,2016,4,2,3,198016.654807135
79140,2016,5,2,3,199861.714660607
79141,2016,6,2,3,201706.774514079
79142,2016,7,2,3,203551.834367551
79143,2016,8,2,3,205396.894221023
79144,2016,9,2,3,207241.954074495
79145,2016,10,2,3,209087.013927959
79146,2016,11,2,3,210932.073781431
79147,2016,12,2,3,212777.133634903
79148,2017,1,2,3,215704.059763543
79149,2017,2,2,3,217549.119617015
79150,2017,3,2,3,219394.179470487
79151,2015,11,5,4,105101.156743042
79152,2015,12,5,4,106946.216596514
79153,2016,1,5,4,109873.142725162
79154,2016,2,5,4,111718.202578634
79155,2016,3,5,4,113563.262432106
79156,2016,4,5,4,115408.32228557
79157,2016,5,5,4,117253.382139042
79158,2016,6,5,4,119098.441992514
79159,2016,7,5,4,120943.501845986
79160,2015,11,4,4,145566.445610538
79161,2015,12,4,4,147411.50546401
79162,2016,1,4,4,150338.431592658
79163,2016,2,4,4,152183.49144613
79164,2016,3,4,4,154028.551299602
79165,2016,4,4,4,155873.611153066
79166,2016,5,4,4,157718.671006538
79167,2016,6,4,4,159563.73086001
79168,2016,7,4,4,161408.790713482
79169,2015,11,4,5,184353.979691461
79170,2015,12,4,5,186199.039544933
79171,2016,1,4,5,189125.965673581
79172,2016,2,4,5,190971.025527053
79173,2016,3,4,5,192816.085380524
79174,2016,4,4,5,194661.145233989
79175,2016,5,4,5,196506.205087461
79176,2016,6,4,5,198351.264940932
79177,2016,7,4,5,200196.324794404
