Date,Product_ID,Country,Sales
2013-1,1,0,157500
2013-1,1,0,39375
2013-1,1,0,15750
2013-1,1,0,47250
2013-1,1,0,283500
2013-1,1,0,0
2013-1,1,0,1575
2013-1,1,0,47250
2013-1,1,0,0
2013-1,1,0,0
2013-1,1,0,277200
2013-1,1,0,12600
2013-1,1,0,126000
2013-1,1,0,1417500
2013-1,1,0,472500
2013-1,1,0,78750
2013-1,1,0,132300
2013-1,1,0,0
2013-1,1,0,94500
2013-1,1,0,7875
2013-1,1,0,173250
2013-1,1,0,22050
2013-1,1,0,236250
2013-1,1,0,510300
2013-1,1,0,9450
2013-1,1,0,9450
2013-1,1,0,157500
2013-1,1,0,6300
2013-1,1,0,157500
2013-1,1,0,315000
2013-1,1,0,34650
2013-1,1,0,236250
2013-1,1,0,75600
2013-1,1,0,133875
2013-1,1,0,22050
2013-1,1,0,7875
2013-1,1,0,78750
2013-1,1,0,4725
2013-1,1,0,17325
2013-1,1,0,207900
2013-1,1,0,453600
2013-1,1,0,1667925
2013-1,1,0,341775
2013-1,1,0,346500
2013-1,1,0,22050
2013-1,1,0,0
2013-1,1,0,17325
2013-1,1,0,47250
2013-1,1,0,976500
2013-1,1,0,1260000
2013-1,1,0,315000
2013-1,1,0,181125
2013-1,1,0,0
2013-1,1,0,157500
2013-1,1,0,114975
2013-1,1,0,15750
2013-1,1,0,26775
2013-1,1,0,220500
2013-1,1,0,7875
2013-1,1,0,247275
2013-1,1,0,330750
2013-1,1,0,31500
2013-1,1,0,472500
2013-1,1,0,519750
2013-1,1,0,7875
2013-1,1,0,472500
2013-1,1,0,203175
2013-1,1,0,4725
2013-1,1,0,630000
2013-1,1,0,11025
2013-1,1,0,220500
2013-1,1,0,472500
2013-1,1,0,18900
2013-1,1,0,69300
2013-1,1,0,1575
2013-1,1,0,4725
2013-1,1,0,4725
2013-1,1,0,94500
2013-1,1,0,204750
2013-1,1,0,31500
2013-1,1,0,18900
2013-1,1,0,340200
2013-1,1,0,812700
2013-1,1,0,160650
2013-1,1,0,6300
2013-1,1,0,4725
2013-1,1,0,236250
2013-1,1,0,11025
2013-1,1,0,18900
2013-1,1,0,4725
2013-1,1,0,126000
2013-1,1,0,315000
2013-1,1,0,371700
2013-1,1,0,2913750
2013-1,1,0,315000
2013-1,1,0,78750
2013-1,1,0,236250
2013-1,1,0,0
2013-1,1,0,63000
2013-1,1,0,248850
2013-1,1,0,28350
2013-1,1,0,126000
2013-1,1,0,102375
2013-1,1,0,63000
2013-1,1,0,708750
2013-1,1,0,661500
2013-1,1,0,378000
2013-1,1,0,4725
2013-1,1,0,157500
2013-1,1,0,29925
2013-1,1,0,3150
2013-1,1,0,78750
2013-1,1,0,630000
2013-1,1,0,37800
2013-1,1,0,18900
2013-1,1,0,39375
2013-1,1,0,141750
2013-1,1,0,18900
2013-1,1,0,88200
2013-1,1,0,4725
2013-1,1,0,3150
2013-1,1,0,47250
2013-1,1,0,48825
2013-1,1,0,18900
2013-1,1,0,37800
2013-1,1,0,7875
2013-1,1,0,615825
2013-1,1,0,108675
2013-1,1,0,4725
2013-1,1,0,285075
2013-1,1,0,45675
2013-1,1,0,1575
2013-1,1,0,141750
2013-1,1,0,59850
2013-1,1,0,2913750
2013-1,1,0,315000
2013-1,1,0,189000
2013-1,1,0,196875
2013-1,1,0,94500
2013-1,1,0,111825
2013-1,1,0,7875
2013-1,1,0,25200
2013-1,1,0,39375
2013-1,1,0,7875
2013-1,1,0,189000
2013-1,1,0,504000
2013-1,1,0,6300
2013-1,1,0,1575
2013-1,1,0,393750
2013-1,1,0,3150
2013-1,1,0,157500
2013-1,1,0,141750
2013-1,1,0,75600
2013-1,1,0,9450
2013-1,1,0,94500
2013-1,1,0,20475
2013-1,1,0,69300
2013-1,1,0,12600
2013-1,1,0,4725
2013-1,1,0,18900
2013-1,1,0,63000
2013-1,1,0,78750
2013-1,1,0,113400
2013-1,1,0,196875
2013-1,1,0,0
2013-1,1,0,94500
2013-1,1,0,4725
2013-1,1,0,173250
2013-1,1,0,126000
2013-1,1,0,47250
2013-1,1,0,9450
2013-1,1,0,94500
2013-1,1,0,567000
2013-1,1,0,236250
2013-1,1,0,7875
2013-1,1,0,6300
2013-1,1,0,31500
2013-1,1,0,6300
2013-2,1,0,157500
2013-2,1,0,15750
2013-2,1,0,15750
2013-2,1,0,4725
2013-2,1,0,4725
2013-2,1,0,189000
2013-2,1,0,4725
2013-2,1,0,1260000
2013-2,1,0,315000
2013-2,1,0,118125
2013-2,1,0,157500
2013-2,1,0,78750
2013-2,1,0,15750
2013-2,1,0,157500
2013-2,1,0,472500
2013-2,1,0,204750
2013-2,1,0,37800
2013-2,1,0,7875
2013-2,1,0,78750
2013-2,1,0,3150
2013-2,1,0,11025
2013-2,1,0,47250
2013-2,1,0,20475
2013-2,1,0,15750
2013-2,1,0,75600
2013-2,1,0,40950
2013-2,1,0,23625
2013-2,1,0,4725
2013-2,1,0,9450
2013-2,1,0,78750
2013-2,1,0,94500
2013-2,1,0,1449000
2013-2,1,0,78750
2013-2,1,0,40950
2013-2,1,0,0
2013-2,1,0,63000
2013-2,1,0,346500
2013-2,1,0,787500
2013-2,1,0,315000
2013-2,1,0,4725
2013-2,1,0,204750
2013-2,1,0,78750
2013-2,1,0,630000
2013-2,1,0,55125
2013-2,1,0,31500
2013-2,1,0,157500
2013-2,1,0,0
2013-2,1,0,472500
2013-2,1,0,37800
2013-2,1,0,63000
2013-2,1,0,3150
2013-2,1,0,7875
2013-2,1,0,25200
2013-2,1,0,1575
2013-2,1,0,94500
2013-2,1,0,173250
2013-2,1,0,15750
2013-2,1,0,20475
2013-2,1,0,18900
2013-2,1,0,75600
2013-2,1,0,42525
2013-2,1,0,85050
2013-2,1,0,108675
2013-2,1,0,4725
2013-2,1,0,552825
2013-2,1,0,11025
2013-2,1,0,4725
2013-2,1,0,252000
2013-2,1,0,103950
2013-2,1,0,2835000
2013-2,1,0,472500
2013-2,1,0,78750
2013-2,1,0,354375
2013-2,1,0,0
2013-2,1,0,94500
2013-2,1,0,206325
2013-2,1,0,7875
2013-2,1,0,9450
2013-2,1,0,141750
2013-2,1,0,126000
2013-2,1,0,7875
2013-2,1,0,70875
2013-2,1,0,11025
2013-2,1,0,551250
2013-2,1,0,315000
2013-2,1,0,9450
2013-2,1,0,472500
2013-2,1,0,31500
2013-2,1,0,78750
2013-2,1,0,315000
2013-2,1,0,15750
2013-2,1,0,126000
2013-2,1,0,126000
2013-2,1,0,9450
2013-2,1,0,4725
2013-2,1,0,4725
2013-2,1,0,33075
2013-2,1,0,3150
2013-2,1,0,18900
2013-2,1,0,2268000
2013-2,1,0,4725
2013-2,1,0,318150
2013-2,1,0,51975
2013-2,1,0,15750
2013-2,1,0,220500
2013-2,1,0,283500
2013-2,1,0,957600
2013-2,1,0,1417500
2013-2,1,0,472500
2013-2,1,0,94500
2013-2,1,0,157500
2013-2,1,0,0
2013-2,1,0,110250
2013-2,1,0,371700
2013-2,1,0,25200
2013-2,1,0,226800
2013-2,1,0,25200
2013-2,1,0,315000
2013-2,1,0,551250
2013-2,1,0,6300
2013-2,1,0,114975
